player_id,name,position_group_raw,age_at_valuation,current_club_id,minutes_last_season,target_market_value,predicted_value,undervalued_pct,undervalued_pct_formatted
1065123,Vitaliy Katrych,Defender,20.83230663928816,85465,1132.0,250000,1608511.0,5.434044,543.4%
1026007,Adam Forrester,Defender,20.69541409993156,43,1378.0,250000,1589800.1,5.3592005,535.9%
875447,Ítalo,Defender,22.29158110882957,11127,2351.0,800000,5060825.5,5.326031875,532.6%
708067,Rune Paeshuyse,Defender,22.187542778918548,1245,2277.0,600000,3773172.2,5.288620416666666,528.9%
474838,Brian Plat,Defender,24.1533196440794,41274,2006.0,500000,3094275.0,5.18855,518.9%
554250,Morgan Boyes,Defender,22.62012320328542,1241,1411.0,300000,1838944.1,5.12981375,513.0%
808452,Jack Milne,Defender,23.06365503080082,370,2710.0,1200000,7249173.5,5.040977916666667,504.1%
1050852,Vitaliy Kholod,Defender,22.184804928131417,85465,2398.0,750000,4497732.5,4.996976666666667,499.7%
936581,Cherrion Valerius,Defender,20.194387405886378,132,1457.0,700000,4187988.0,4.98284,498.3%
771914,Yevgen Pavlyuk,Defender,23.59479808350445,55686,2588.0,1000000,5830571.0,4.830571,483.1%
951439,Maksym Smiyan,Defender,23.68788501026694,26459,1405.0,600000,3462563.0,4.7709383333333335,477.1%
1073295,Keelan Adams,Defender,24.073921971252567,1191,1240.0,250000,1429770.4,4.7190815,471.9%
717199,Bogdan Slyubyk,Defender,22.11362080766598,1496,1991.0,600000,3416490.2,4.694150416666667,469.4%
863190,Mohamed Azzi,Defender,23.60027378507872,75231,2405.0,800000,4547527.0,4.68440875,468.4%
579084,Fabio Ferraro,Defender,23.26899383983573,9010,2595.0,1000000,5469881.0,4.469881,447.0%
726038,Vitaliy Roman,Defender,22.680355920602327,48726,1699.0,500000,2730623.0,4.461246,446.1%
1001839,Luke Graham,Defender,22.06160164271047,511,2605.0,1200000,6443067.5,4.369222916666667,436.9%
482838,Ivan Mesik,Defender,24.774811772758383,1304,3319.0,700000,3720286.8,4.314695357142857,431.5%
721512,Mykyta Kononov,Defender,22.90485968514716,81401,1129.0,300000,1581009.6,4.270032083333334,427.0%
708240,Eduard Kozik,Defender,22.666666666666668,48332,2189.0,700000,3663091.0,4.232987142857143,423.3%
619353,Iurie Iovu,Defender,23.430527036276523,1519,1420.0,300000,1532193.1,4.1073104166666665,410.7%
898807,Konstantinos Kostoulas,Defender,21.07049965776865,653,1622.0,500000,2547653.8,4.0953075,409.5%
631819,Danil Skorko,Defender,23.7015742642026,18303,1844.0,500000,2536463.2,4.0729265,407.3%
829819,Faissal Al Mazyani,Defender,20.908966461327857,235,1617.0,450000,2272316.0,4.049591111111111,405.0%
951398,Neville Ogidi Nwankwo,Defender,23.42231348391513,1434,1844.0,500000,2475868.5,3.951737,395.2%
330806,İsmail Çokçalış,Defender,23.942505133470227,3840,1200.0,325000,1605730.8,3.94071,394.1%
385412,Jordan Amissah,Goalkeeper,24.317590691307323,2759,1470.0,200000,1502929.0,6.514645,651.5%
936008,Oleksandr Saputin,Goalkeeper,22.09719370294319,10690,2520.0,700000,4065149.5,4.8073564285714285,480.7%
502070,George Wickens,Goalkeeper,22.55715263518138,2759,1260.0,150000,800473.06,4.336487083333333,433.6%
703778,Timo Jansink,Goalkeeper,22.73511293634497,1304,1170.0,200000,1064039.0,4.320195,432.0%
717394,Yuriy-Volodymyr Gereta,Goalkeeper,21.883641341546884,48726,2070.0,400000,1715917.8,3.289794375,329.0%
417242,Ruslan Neshcheret,Goalkeeper,23.904175222450377,338,3270.0,3500000,13258612.0,2.7881748571428573,278.8%
1083190,Ivan Pakholyuk,Goalkeeper,21.642710472279266,48332,2520.0,1000000,3666320.2,2.66632025,266.6%
